English,Tovian,IPA,Roots
October 1,leshol, / lˈeʃ.ol / ,harvest + fruit
October 10,nanathan, / nan.ˈaθ.an / ,star + tool
October 11,yisanin, / jis.ˈan.in / ,moon + berry
October 12,kelumral, / kel.ˈumr.al / ,branch + darkness
October 13,shithol, / ʃˈiθ.ol / ,sharpness + sweet
October 14,munorhanashol, / mun.orħ.an.ˈaʃ.ol / ,dusk + fruit
October 15,???, / ??? / ,???
October 16,for, / fˈor / ,sun + action
October 17,lenan, / lˈen.an / ,hoe + covering
October 18,meloanashith, / mel.o.an.ˈaʃ.iθ / ,morning + sharpness
October 19,varethan, / var.ˈeθ.an / ,value + tool
October 2,kulumloreloresyaleth, / kul.uml.or.el.or.esj.ˈal.eθ / ,vine + grain
October 20,harathan, / ħar.ˈaθ.an / ,pain + tool
October 21,lethiledrem, / leθ.il.ˈedr.em / ,forest + flower
October 22,lhenaysol, / ɬen.ˈajs.ol / ,dream + moon + fruit
October 23,thamlor, / θˈaml.or / ,tool + plant
October 24,meloresyalethavar, / mel.or.esj.al.eθ.ˈav.ar / ,grain + value
October 25,shotlesh, / ʃˈoƛ.eʃ / ,river + sound
October 26,haraon, / ħar.ˈa.on / ,pain + mouth
October 27,lethilekel, / leθ.il.ˈek.el / ,forest + branch
October 28,melor, / mˈel.or / ,sun + plant
October 29,gulareshol, / gul.ar.ˈeʃ.ol / ,tree + fruit
October 3,???, / ??? / ,???
October 30,leshor, / lˈeʃ.or / ,harvest + action
October 4,lhilaloresyaleth, / ɬil.al.or.esj.ˈal.eθ / ,night + grain
October 5,shotlan, / ʃˈoƛ.an / ,river + light
October 6,yisnal, / jˈisn.al / ,moon + sharing
October 7,hol, / ħˈol / ,sweet + ???
October 8,lhenadrem, / ɬen.ˈadr.em / ,dream + flower
October 9,mralaglar, / mral.ˈagl.ar / ,darkness + tree
October,loerlesh, / lo.ˈerl.eʃ / ,two + harvest
old,nan, / nˈan / ,_
one hundred forty four,lhiyalh, / ɬˈij.aɬ / ,twelve + twelve
one,lo, / lˈo / ,_
openness,dam, / dˈam / ,not + closure
opposite,do, / dˈo / ,_
orphan,remhedyel, / remħ.ˈedj.el / ,abandoned + person
our,hi-ne, / hˈi.ne / ,GEN + we
ours,hi-ne, / hˈi.ne / ,GEN + we
overwhelming,ngam, / ŋˈam / ,_
pain,har, / ħˈar / ,_
painting,for, / fˈor / ,showing + action
past,hune, / ħˈun.e / ,behind + path
path,num, / nˈum / ,_
peace,tla, / ƛˈa / ,_
peacefulness,tla, / ƛˈa / ,_
permanent,tod, / tˈod / ,_
person hair,amal, / ˈam.al / ,_
person skin,turel, / tˈur.el / ,_
person,yel, / jˈel / ,_
place,thil, / θˈil / ,_
placing,man, / mˈan / ,_
plain,til, / tˈil / ,flatness + place
plant,melor, / mˈel.or / ,life + action
playing,kog, / kˈog / ,_
pondering,nalh, / nˈaɬ / ,_
possession,el, / ˈel / ,_
possibility,sho, / ʃˈo / ,_
present,nume, / nˈum.e / ,path + center
protection,munan, / mˈun.an / ,_
proximity,sor, / sˈor / ,_
putting,man, / mˈan / ,_
question,lhan, / ɬˈan / ,_
reaching,kith, / kˈiθ / ,_
rebirth,meloelhaswan, / mel.o.eɬ.ˈasw.an / ,second + birth
red,lhod, / ɬˈod / ,_
redness,lhod, / ɬˈod / ,_
repitition,lenum, / lˈen.um / ,action + future
report,yeolfethr, / je.ˈolf.eθr / ,truth + speech
returning,gith, / gˈiθ / ,not + arriving
right,lhiya, / ɬˈij.a / ,_
river,shotl, / ʃˈoƛ / ,flow + water
rock,men, / mˈen / ,_
root,tom, / tˈom / ,_
rotate,lelom, / lˈel.om / ,movement + cycle
running,sethr, / sˈeθr / ,_
rushing,sethr, / sˈeθr / ,_
sad,lur, / lˈur / ,_
sand,thoksh, / θˈokʃ / ,ground + flow
scales,anad, / ˈan.ad / ,_
sea,nor, / nˈor / ,_
season,rithagom, / riθ.ˈag.om / ,air + cycle
second,meloe, / mel.ˈo.e / ,ESS + two
seeing,mril, / mrˈil / ,_
September 1,keluloresyaleth, / kel.ul.or.esj.ˈal.eθ / ,branch + grain
September 10,nanathuv, / nan.ˈaθ.uv / ,star + sword
September 11,???, / ??? / ,???
September 12,thilethan, / θil.ˈeθ.an / ,place + tool
September 13,shithan, / ʃˈiθ.an / ,sharpness + tool
September 14,tlurinin, / ƛur.ˈin.in / ,mist + ???
September 15,???, / ??? / ,???
September 16,rithol, / rˈiθ.ol / ,air + sweet
September 17,sholalhum, / ʃol.ˈaɬ.um / ,fruit + goodness
September 18,sholaglar, / ʃol.ˈagl.ar / ,fruit + tree
September 19,lushanin, / luʃ.ˈan.in / ,sun + berry
September 2,yisoresyaleth, / jis.or.esj.ˈal.eθ / ,moon + grain
September 20,tilethil, / til.ˈeθ.il / ,plain + place
September 21,riskel, / rˈisk.el / ,air + branch
September 22,mraltlun, / mrˈalƛ.un / ,darkness + joining
September 23,kelushol, / kel.ˈuʃ.ol / ,branch + fruit
September 24,meloanamen, / mel.o.an.ˈam.en / ,morning + earth
September 25,???, / ??? / ,???
September 26,melorelor, / mel.or.ˈel.or / ,plant + plant
September 27,thullhen, / θˈulɬ.en / ,top + dream
September 28,???, / ??? / ,???
September 29,vareloresyaleth, / var.el.or.esj.ˈal.eθ / ,value + grain
September 3,mralaysm, / mrˈal.ajsm / ,darkness + moon + bloom
September 30,rithtesh, / rˈiθt.eʃ / ,air + sound
September 4,???, / ??? / ,???
September 5,nanamen, / nan.ˈam.en / ,star + earth
September 6,mar, / mˈar / ,sun + mother
September 7,ay, / ˈaj / ,moon + ???
September 8,munorhanapal, / mun.orħ.an.ˈap.al / ,dusk + stopping
September 9,lhenashith, / ɬen.ˈaʃ.iθ / ,dream + sharpness
September,lorlesh, / lˈorl.eʃ / ,one + harvest
seven,pol, / pˈol / ,_
shadow,lan, / lˈan / ,darkness + light
shallows,sul, / sˈul / ,_
sharing,nal, / nˈal / ,joining + possession
sharpness,shith, / ʃˈiθ / ,_
she,ta, / tˈa / ,_
shelter,munan, / mˈun.an / ,_
shine,nalor, / nˈal.or / ,light + action
ship,sith, / sˈiθ / ,water + traveling
shortness,sul, / sˈul / ,_
showing,fed, / fˈed / ,_
shutting,tam, / tˈam / ,_
sight,mril, / mrˈil / ,_
silver,menan, / mˈen.an / ,metal + light
six,tem, / tˈem / ,_
sixteen,lhiyatev, / ɬij.ˈat.ev / ,twelve + four
skin,anad, / ˈan.ad / ,_
sky,rithil, / rˈiθ.il / ,air + place
sleep,lheth, / ɬˈeθ / ,_
small,nin, / nˈin / ,_
smell,rithor, / rˈiθ.or / ,air + action
smile,maon, / mˈa.on / ,happy + mouth
smoothness,lheth, / ɬˈeθ / ,_
softness,lheth, / ɬˈeθ / ,_
soul,lhen, / ɬˈen / ,_
sound,tesh, / tˈeʃ / ,_
south,rar, / rˈar / ,_
speaking,fethr, / fˈeθr / ,showing + thought
speech,fethr, / fˈeθr / ,_
speed,tlesh, / ƛˈeʃ / ,_
spirit,lhen, / ɬˈen / ,_
spring vegetable,ledul, / lˈed.ul / ,plant + first
Spring,melhelor, / meɬ.ˈel.or / ,present + plant
star,nan, / nˈan / ,small + light
starting,lon, / lˈon / ,_
stickiness,ing, / ˈiŋ / ,_
stomach,lor, / lˈor / ,_
stone,men, / mˈen / ,_
stopping,pal, / pˈal / ,_
storm,lurith, / lˈur.iθ / ,wind + water
strength,lha, / ɬˈa / ,_
Summer,melheag, / meɬ.ˈe.ag / ,present + heat
sun,ef, / ˈef / ,_
sunset,munorhan, / mun.ˈorħ.an / ,last + light
sunshower,efwyrith, / ˈefwjr.iθ / ,sun + storm
surpassing,ngam, / ŋˈam / ,_
sweet,hol, / ħˈol / ,GEN + fruit
sword,thuv, / θˈuv / ,tool + PUR + killing
tar,tlun, / ƛˈun / ,stickiness + joining
tasting,leth, / lˈeθ / ,_
teaching,lhad, / ɬˈad / ,knowledge + showing
tease,kogyal, / kˈogj.al / ,playing + evil
ten,tir, / tˈir / ,_
their,hi-ta, / hˈi.ta / ,GEN + she
their,hi-ta-e, / hi.tˈa.e / ,GEN + they
them (inanimate),lode, / lˈod.e / ,_
them,ta, / tˈa / ,_
they (plural),te, / tˈe / ,_
they,ta-e, / tˈa.e / ,she + PL
thickness,lhul, / ɬˈul / ,_
thing,l, / l / ,_
thinking,nalh, / nˈaɬ / ,_
thirteen,lhiyal, / ɬˈij.al / ,twelve + one
thirty six,femlh, / fˈemɬ / ,three + twelve
thirty,loelhyatem, / lo.eɬj.ˈat.em / ,twenty four + six
thought,ithr, / ˈiθr / ,_
three,fem, / fˈem / ,_
throwing,yisha, / jˈiʃ.a / ,_
thunder,lurithesh, / lur.ˈiθ.eʃ / ,storm + sound
tie,nalor, / nˈal.or / ,joining + action
time,ngothr, / ŋˈoθr / ,_
tool,than, / θˈan / ,_
tooth,gang, / gˈaŋ / ,_
top,thul, / θˈul / ,_
town,pel, / pˈel / ,_
trance,lheth, / ɬˈeθ / ,_
traveling,kith, / kˈiθ / ,_
tree,gular, / gˈul.ar / ,_
trunk,adlel, / ˈadl.el / ,_
truth,yeol, / jˈe.ol / ,_
turn,lelom, / lˈel.om / ,movement + cycle
twelve,lhiya, / ɬˈij.a / ,_
twenty five,loelhyal, / lo.ˈeɬj.al / ,twenty four + one
twenty four,loelh, / lˈo.eɬ / ,two + twelve
twenty six,loelhyalo, / lo.eɬj.ˈal.o / ,twenty four + two
twenty,lhiyath, / ɬˈij.aθ / ,twelve + eight
twilight,lan, / lˈan / ,darkness + light
two,loe, / lˈo.e / ,_
un-,do, / dˈo / ,_
undershine,hi-thokan, / ħi.θˈok.an / ,GEN + bottom + light
underside,thok, / θˈok / ,_
unknown,shim, / ʃˈim / ,_
up,ther, / θˈer / ,_
us,ne, / nˈe / ,_
value,var, / vˈar / ,_
vessel,lhom, / ɬˈom / ,_
village,pel, / pˈel / ,_
vine,kulumlor, / kul.ˈuml.or / ,arm + plant
virtue,lhum, / ɬˈum / ,_
wakefulness,shith, / ʃˈiθ / ,_
waking dreambringer,anshish, / ˈanʃ.iʃ / ,dream + COM + alertness
walking,nolh, / nˈoɬ / ,_
warmth,ag, / ˈag / ,_
washing,sor, / sˈor / ,water + action
watching,mril, / mrˈil / ,_
water,sel, / sˈel / ,_
we,ne, / nˈe / ,_
week,tirlhom, / tˈirɬ.om / ,ten + day
weight,tlem, / ƛˈem / ,_
west,fil, / fˈil / ,_
what,lo-lhan, / lˈo.ɬan / ,INAN + INT
when,tu-lhan, / tˈu.ɬan / ,TEMP + INT
where,ti-lhan, / tˈi.ɬan / ,LOC + INT
whichever,hi-lhanshimi, / hi.ɬanʃ.ˈim.i / ,GEN + INT + unknown
who,i-lhan, / ˈi.ɬan / ,NOM + INT
whoever,hi-lhanshimi, / hi.ɬanʃ.ˈim.i / ,GEN + INT + unknown
wholeness,om, / ˈom / ,_
whom,yu-lhan, / jˈu.ɬan / ,ACC + INT
whose,hi-lhan, / hˈi.ɬan / ,GEN + INT
why,lhu-lhan, / ɬˈu.ɬan / ,PUR + INT
wickedness,yal, / jˈal / ,_
width,shad, / ʃˈad / ,_
wind,lurith, / lˈur.iθ / ,movement + COM + air
Winter,melhetush, / meɬ.ˈet.uʃ / ,present + cold
wisdom,yeol, / jˈe.ol / ,_
wondering,thuraf, / θˈur.af / ,_
woods,gular, / gˈul.ar / ,_
world,han, / ħˈan / ,_
writing,for, / fˈor / ,showing + action
year,nalom, / nˈal.om / ,small + cycle
you (plural),we, / wˈe / ,_
you,wa, / wˈa / ,_
young,don, / dˈon / ,not + old
your,hi-wa, / hˈi.wa / ,GEN + you
???,???, / ??? / ,_
ABL,di-, / dˈi / ,_
ablative case marker,di-, / dˈi / ,_
ABS,le-, / lˈe / ,_
abstract noun class,le-, / lˈe / ,_
ACC,yu-, / jˈu / ,_
accusative case marker,yu-, / jˈu / ,_
ALL,su-, / sˈu / ,_
allative case marker,su-, / sˈu / ,_
ANI,la-, / lˈa / ,_
animate noun class,la-, / lˈa / ,_
auxiliary-form: 1st causative cessative (future),ikepo, / ik.ˈep.o / ,_
auxiliary-form: 1st causative cessative (past),ikepe, / ik.ˈep.e / ,_
auxiliary-form: 1st causative cessative (present),ikepa, / ik.ˈep.a / ,_
auxiliary-form: 1st causative continuous (future),ikesho, / ik.ˈeʃ.o / ,_
auxiliary-form: 1st causative continuous (past),ikeshe, / ik.ˈeʃ.e / ,_
auxiliary-form: 1st causative continuous (present),ikesha, / ik.ˈeʃ.a / ,_
auxiliary-form: 1st causative habitual (future),ikemo, / ik.ˈem.o / ,_
auxiliary-form: 1st causative habitual (past),ikeme, / ik.ˈem.e / ,_
auxiliary-form: 1st causative habitual (present),ikema, / ik.ˈem.a / ,_
auxiliary-form: 1st causative immediate (future),ikeko, / ik.ˈek.o / ,_
auxiliary-form: 1st causative immediate (past),ikeke, / ik.ˈek.e / ,_
auxiliary-form: 1st causative immediate (present),ikeka, / ik.ˈek.a / ,_
auxiliary-form: 1st causative imperfective (future),iketho, / ik.ˈeθ.o / ,_
auxiliary-form: 1st causative imperfective (past),ikethe, / ik.ˈeθ.e / ,_
auxiliary-form: 1st causative imperfective (present),iketha, / ik.ˈeθ.a / ,_
auxiliary-form: 1st causative inceptive (future),ikeyo, / ik.ˈej.o / ,_
auxiliary-form: 1st causative inceptive (past),ikeye, / ik.ˈej.e / ,_
auxiliary-form: 1st causative inceptive (present),ikeya, / ik.ˈej.a / ,_
auxiliary-form: 1st causative iterative (future),ikeno, / ik.ˈen.o / ,_
auxiliary-form: 1st causative iterative (past),ikene, / ik.ˈen.e / ,_
auxiliary-form: 1st causative iterative (present),ikena, / ik.ˈen.a / ,_
auxiliary-form: 1st causative near (future),iketlo, / ik.ˈeƛ.o / ,_
auxiliary-form: 1st causative near (past),iketle, / ik.ˈeƛ.e / ,_
auxiliary-form: 1st causative near (present),iketla, / ik.ˈeƛ.a / ,_
auxiliary-form: 1st causative perfect (future),ikelho, / ik.ˈeɬ.o / ,_
auxiliary-form: 1st causative perfect (past),ikelhe, / ik.ˈeɬ.e / ,_
auxiliary-form: 1st causative perfect (present),ikelha, / ik.ˈeɬ.a / ,_
auxiliary-form: 1st causative progressive (future),ikeso, / ik.ˈes.o / ,_
auxiliary-form: 1st causative progressive (past),ikese, / ik.ˈes.e / ,_
auxiliary-form: 1st causative progressive (present),ikesa, / ik.ˈes.a / ,_
auxiliary-form: 1st causative remote (future),ikeho, / ik.ˈeh.o / ,_
auxiliary-form: 1st causative remote (past),ikehe, / ik.ˈeh.e / ,_
auxiliary-form: 1st causative remote (present),ikeha, / ik.ˈeh.a / ,_
auxiliary-form: 1st causative simple (future),ikefo, / ik.ˈef.o / ,_
auxiliary-form: 1st causative simple (past),ikefe, / ik.ˈef.e / ,_
auxiliary-form: 1st causative simple (present),ikefa, / ik.ˈef.a / ,_
auxiliary-form: 1st cessative (future),ipo, / ˈip.o / ,_
auxiliary-form: 1st cessative (past),ipe, / ˈip.e / ,_
auxiliary-form: 1st cessative (present),ipa, / ˈip.a / ,_
auxiliary-form: 1st conditional causative cessative (future),ikokepo, / ik.ok.ˈep.o / ,_
auxiliary-form: 1st conditional causative cessative (past),ikokepe, / ik.ok.ˈep.e / ,_
auxiliary-form: 1st conditional causative cessative (present),ikokepa, / ik.ok.ˈep.a / ,_
auxiliary-form: 1st conditional causative continuous (future),ikokesho, / ik.ok.ˈeʃ.o / ,_
auxiliary-form: 1st conditional causative continuous (past),ikokeshe, / ik.ok.ˈeʃ.e / ,_
auxiliary-form: 1st conditional causative continuous (present),ikokesha, / ik.ok.ˈeʃ.a / ,_
auxiliary-form: 1st conditional causative habitual (future),ikokemo, / ik.ok.ˈem.o / ,_
auxiliary-form: 1st conditional causative habitual (past),ikokeme, / ik.ok.ˈem.e / ,_
auxiliary-form: 1st conditional causative habitual (present),ikokema, / ik.ok.ˈem.a / ,_
auxiliary-form: 1st conditional causative immediate (future),ikokeko, / ik.ok.ˈek.o / ,_
auxiliary-form: 1st conditional causative immediate (past),ikokeke, / ik.ok.ˈek.e / ,_
auxiliary-form: 1st conditional causative immediate (present),ikokeka, / ik.ok.ˈek.a / ,_
auxiliary-form: 1st conditional causative imperfective (future),ikoketho, / ik.ok.ˈeθ.o / ,_
auxiliary-form: 1st conditional causative imperfective (past),ikokethe, / ik.ok.ˈeθ.e / ,_
auxiliary-form: 1st conditional causative imperfective (present),ikoketha, / ik.ok.ˈeθ.a / ,_
auxiliary-form: 1st conditional causative inceptive (future),ikokeyo, / ik.ok.ˈej.o / ,_
auxiliary-form: 1st conditional causative inceptive (past),ikokeye, / ik.ok.ˈej.e / ,_
auxiliary-form: 1st conditional causative inceptive (present),ikokeya, / ik.ok.ˈej.a / ,_
auxiliary-form: 1st conditional causative iterative (future),ikokeno, / ik.ok.ˈen.o / ,_
auxiliary-form: 1st conditional causative iterative (past),ikokene, / ik.ok.ˈen.e / ,_
auxiliary-form: 1st conditional causative iterative (present),ikokena, / ik.ok.ˈen.a / ,_
auxiliary-form: 1st conditional causative near (future),ikoketlo, / ik.ok.ˈeƛ.o / ,_
auxiliary-form: 1st conditional causative near (past),ikoketle, / ik.ok.ˈeƛ.e / ,_
auxiliary-form: 1st conditional causative near (present),ikoketla, / ik.ok.ˈeƛ.a / ,_
auxiliary-form: 1st conditional causative perfect (future),ikokelho, / ik.ok.ˈeɬ.o / ,_
auxiliary-form: 1st conditional causative perfect (past),ikokelhe, / ik.ok.ˈeɬ.e / ,_
auxiliary-form: 1st conditional causative perfect (present),ikokelha, / ik.ok.ˈeɬ.a / ,_
auxiliary-form: 1st conditional causative progressive (future),ikokeso, / ik.ok.ˈes.o / ,_
auxiliary-form: 1st conditional causative progressive (past),ikokese, / ik.ok.ˈes.e / ,_
auxiliary-form: 1st conditional causative progressive (present),ikokesa, / ik.ok.ˈes.a / ,_
auxiliary-form: 1st conditional causative remote (future),ikokeho, / ik.ok.ˈeh.o / ,_
auxiliary-form: 1st conditional causative remote (past),ikokehe, / ik.ok.ˈeh.e / ,_
auxiliary-form: 1st conditional causative remote (present),ikokeha, / ik.ok.ˈeh.a / ,_
auxiliary-form: 1st conditional causative simple (future),ikokefo, / ik.ok.ˈef.o / ,_
auxiliary-form: 1st conditional causative simple (past),ikokefe, / ik.ok.ˈef.e / ,_
auxiliary-form: 1st conditional causative simple (present),ikokefa, / ik.ok.ˈef.a / ,_
auxiliary-form: 1st conditional cessative (future),ikopo, / ik.ˈop.o / ,_
auxiliary-form: 1st conditional cessative (past),ikope, / ik.ˈop.e / ,_
auxiliary-form: 1st conditional cessative (present),ikopa, / ik.ˈop.a / ,_
auxiliary-form: 1st conditional continuous (future),ikosho, / ik.ˈoʃ.o / ,_
auxiliary-form: 1st conditional continuous (past),ikoshe, / ik.ˈoʃ.e / ,_
auxiliary-form: 1st conditional continuous (present),ikosha, / ik.ˈoʃ.a / ,_
auxiliary-form: 1st conditional habitual (future),ikomo, / ik.ˈom.o / ,_
auxiliary-form: 1st conditional habitual (past),ikome, / ik.ˈom.e / ,_
auxiliary-form: 1st conditional habitual (present),ikoma, / ik.ˈom.a / ,_
auxiliary-form: 1st conditional immediate (future),ikoko, / ik.ˈok.o / ,_
auxiliary-form: 1st conditional immediate (past),ikoke, / ik.ˈok.e / ,_
auxiliary-form: 1st conditional immediate (present),ikoka, / ik.ˈok.a / ,_
auxiliary-form: 1st conditional imperfective (future),ikotho, / ik.ˈoθ.o / ,_
auxiliary-form: 1st conditional imperfective (past),ikothe, / ik.ˈoθ.e / ,_
auxiliary-form: 1st conditional imperfective (present),ikotha, / ik.ˈoθ.a / ,_
auxiliary-form: 1st conditional inceptive (future),ikoyo, / ik.ˈoj.o / ,_
auxiliary-form: 1st conditional inceptive (past),ikoye, / ik.ˈoj.e / ,_
auxiliary-form: 1st conditional inceptive (present),ikoya, / ik.ˈoj.a / ,_
auxiliary-form: 1st conditional iterative (future),ikono, / ik.ˈon.o / ,_
auxiliary-form: 1st conditional iterative (past),ikone, / ik.ˈon.e / ,_
auxiliary-form: 1st conditional iterative (present),ikona, / ik.ˈon.a / ,_
auxiliary-form: 1st conditional middle cessative (future),ikomopo, / ik.om.ˈop.o / ,_
auxiliary-form: 1st conditional middle cessative (past),ikomope, / ik.om.ˈop.e / ,_
auxiliary-form: 1st conditional middle cessative (present),ikomopa, / ik.om.ˈop.a / ,_
auxiliary-form: 1st conditional middle continuous (future),ikomosho, / ik.om.ˈoʃ.o / ,_
auxiliary-form: 1st conditional middle continuous (past),ikomoshe, / ik.om.ˈoʃ.e / ,_
auxiliary-form: 1st conditional middle continuous (present),ikomosha, / ik.om.ˈoʃ.a / ,_
auxiliary-form: 1st conditional middle habitual (future),ikomomo, / ik.om.ˈom.o / ,_
auxiliary-form: 1st conditional middle habitual (past),ikomome, / ik.om.ˈom.e / ,_
auxiliary-form: 1st conditional middle habitual (present),ikomoma, / ik.om.ˈom.a / ,_
auxiliary-form: 1st conditional middle immediate (future),ikomoko, / ik.om.ˈok.o / ,_
auxiliary-form: 1st conditional middle immediate (past),ikomoke, / ik.om.ˈok.e / ,_
auxiliary-form: 1st conditional middle immediate (present),ikomoka, / ik.om.ˈok.a / ,_
auxiliary-form: 1st conditional middle imperfective (future),ikomotho, / ik.om.ˈoθ.o / ,_
auxiliary-form: 1st conditional middle imperfective (past),ikomothe, / ik.om.ˈoθ.e / ,_
auxiliary-form: 1st conditional middle imperfective (present),ikomotha, / ik.om.ˈoθ.a / ,_
auxiliary-form: 1st conditional middle inceptive (future),ikomoyo, / ik.om.ˈoj.o / ,_
auxiliary-form: 1st conditional middle inceptive (past),ikomoye, / ik.om.ˈoj.e / ,_
auxiliary-form: 1st conditional middle inceptive (present),ikomoya, / ik.om.ˈoj.a / ,_
auxiliary-form: 1st conditional middle iterative (future),ikomono, / ik.om.ˈon.o / ,_
auxiliary-form: 1st conditional middle iterative (past),ikomone, / ik.om.ˈon.e / ,_
auxiliary-form: 1st conditional middle iterative (present),ikomona, / ik.om.ˈon.a / ,_
auxiliary-form: 1st conditional middle near (future),ikomotlo, / ik.om.ˈoƛ.o / ,_
auxiliary-form: 1st conditional middle near (past),ikomotle, / ik.om.ˈoƛ.e / ,_
auxiliary-form: 1st conditional middle near (present),ikomotla, / ik.om.ˈoƛ.a / ,_
auxiliary-form: 1st conditional middle perfect (future),ikomolho, / ik.om.ˈoɬ.o / ,_
auxiliary-form: 1st conditional middle perfect (past),ikomolhe, / ik.om.ˈoɬ.e / ,_
auxiliary-form: 1st conditional middle perfect (present),ikomolha, / ik.om.ˈoɬ.a / ,_
auxiliary-form: 1st conditional middle progressive (future),ikomoso, / ik.om.ˈos.o / ,_
auxiliary-form: 1st conditional middle progressive (past),ikomose, / ik.om.ˈos.e / ,_
auxiliary-form: 1st conditional middle progressive (present),ikomosa, / ik.om.ˈos.a / ,_
auxiliary-form: 1st conditional middle remote (future),ikomoho, / ik.om.ˈoh.o / ,_
auxiliary-form: 1st conditional middle remote (past),ikomohe, / ik.om.ˈoh.e / ,_
auxiliary-form: 1st conditional middle remote (present),ikomoha, / ik.om.ˈoh.a / ,_
auxiliary-form: 1st conditional middle simple (future),ikomofo, / ik.om.ˈof.o / ,_
auxiliary-form: 1st conditional middle simple (past),ikomofe, / ik.om.ˈof.e / ,_
auxiliary-form: 1st conditional middle simple (present),ikomofa, / ik.om.ˈof.a / ,_
auxiliary-form: 1st conditional near (future),ikotlo, / ik.ˈoƛ.o / ,_
auxiliary-form: 1st conditional near (past),ikotle, / ik.ˈoƛ.e / ,_
auxiliary-form: 1st conditional near (present),ikotla, / ik.ˈoƛ.a / ,_
auxiliary-form: 1st conditional passive cessative (future),ikopapo, / ik.op.ˈap.o / ,_
auxiliary-form: 1st conditional passive cessative (past),ikopape, / ik.op.ˈap.e / ,_
auxiliary-form: 1st conditional passive cessative (present),ikopapa, / ik.op.ˈap.a / ,_
auxiliary-form: 1st conditional passive continuous (future),ikopasho, / ik.op.ˈaʃ.o / ,_
auxiliary-form: 1st conditional passive continuous (past),ikopashe, / ik.op.ˈaʃ.e / ,_
auxiliary-form: 1st conditional passive continuous (present),ikopasha, / ik.op.ˈaʃ.a / ,_
auxiliary-form: 1st conditional passive habitual (future),ikopamo, / ik.op.ˈam.o / ,_
auxiliary-form: 1st conditional passive habitual (past),ikopame, / ik.op.ˈam.e / ,_
