english,tovian,tovian_ipa,gloss
4_of_spring,duremrem,dur.ˈemr.em,4 of spring
march_4,duremrem,dur.ˈemr.em,March 4
5_of_spring,lurithan,lur.ˈiθ.an,5 of spring
march_5,lurithan,lur.ˈiθ.an,March 5
6_of_spring,shimilor,ʃim.ˈil.or,6 of spring
march_6,shimilor,ʃim.ˈil.or,March 6
7_of_spring,merilamen,mer.il.ˈam.en,7 of spring
march_7,merilamen,mer.il.ˈam.en,March 7
8_of_spring,todakesh,tod.ˈak.eʃ,8 of spring
march_8,todakesh,tod.ˈak.eʃ,March 8
9_of_spring,todawen,tod.ˈaw.en,9 of spring
march_9,todawen,tod.ˈaw.en,March 9
10_of_spring,todatalh,tod.ˈat.aɬ,10 of spring
march_10,todatalh,tod.ˈat.aɬ,March 10
11_of_spring,efith,ˈef.iθ,11 of spring
march_11,efith,ˈef.iθ,March 11
12_of_spring,meloelhaswanalor,mel.o.eɬ.asw.an.ˈal.or,12 of spring
march_12,meloelhaswanalor,mel.o.eɬ.asw.an.ˈal.or,March 12
13_of_spring,tushudol,tuʃ.ˈud.ol,13 of spring
march_13,tushudol,tuʃ.ˈud.ol,March 13
14_of_spring,menan,mˈen.an,14 of spring
march_14,menan,mˈen.an,March 14
15_of_spring,rithilekel,riθ.il.ˈek.el,15 of spring
march_15,rithilekel,riθ.il.ˈek.el,March 15
16_of_spring,merawen,mer.ˈaw.en,16 of spring
march_16,merawen,mer.ˈaw.en,March 16
17_of_spring,tlafor,ƛˈaf.or,17 of spring
march_17,tlafor,ƛˈaf.or,March 17
18_of_spring,nanamel,nan.ˈam.el,18 of spring
march_18,nanamel,nan.ˈam.el,March 18
19_of_spring,efem,ˈef.em,19 of spring
march_19,efem,ˈef.em,March 19
20_of_spring,nanashith,nan.ˈaʃ.iθ,20 of spring
march_20,nanashith,nan.ˈaʃ.iθ,March 20
21_of_spring,duremlor,dur.ˈeml.or,21 of spring
march_21,duremlor,dur.ˈeml.or,March 21
22_of_spring,rithiledrem,riθ.il.ˈedr.em,22 of spring
march_22,rithiledrem,riθ.il.ˈedr.em,March 22
23_of_spring,shasith,ʃˈas.iθ,23 of spring
march_23,shasith,ʃˈas.iθ,March 23
24_of_spring,nanadrem,nan.ˈadr.em,24 of spring
march_24,nanadrem,nan.ˈadr.em,March 24
25_of_spring,lurithan,lur.ˈiθ.an,25 of spring
march_25,lurithan,lur.ˈiθ.an,March 25
26_of_spring,meramlorelhen,mer.aml.or.ˈeɬ.en,26 of spring
march_26,meramlorelhen,mer.aml.or.ˈeɬ.en,March 26
27_of_spring,gadrem,gˈadr.em,27 of spring
march_27,gadrem,gˈadr.em,March 27
28_of_spring,lushol,lˈuʃ.ol,28 of spring
march_28,lushol,lˈuʃ.ol,March 28
29_of_spring,nanaloresyaleth,nan.al.or.esj.ˈal.eθ,29 of spring
march_29,nanaloresyaleth,nan.al.or.esj.ˈal.eθ,March 29
30_of_spring,shimilhom,ʃim.ˈiɬ.om,30 of spring
march_30,shimilhom,ʃim.ˈiɬ.om,March 30
april,loelor,lo.ˈel.or,April
31_of_spring,rithileshol,riθ.il.ˈeʃ.ol,31 of spring
april_1,rithileshol,riθ.il.ˈeʃ.ol,April 1
32_of_spring,aysith,ˈajs.iθ,32 of spring
april_2,aysith,ˈajs.iθ,April 2
33_of_spring,lurithwen,lur.ˈiθw.en,33 of spring
april_3,lurithwen,lur.ˈiθw.en,April 3
34_of_spring,dulelaglar,dul.el.ˈagl.ar,34 of spring
april_4,dulelaglar,dul.el.ˈagl.ar,April 4
35_of_spring,lurithay,lur.ˈiθ.aj,35 of spring
april_5,lurithay,lur.ˈiθ.aj,April 5
36_of_spring,teshglar,tˈeʃgl.ar,36 of spring
april_6,teshglar,tˈeʃgl.ar,April 6
37_of_spring,duremshol,dur.ˈemʃ.ol,37 of spring
april_7,duremshol,dur.ˈemʃ.ol,April 7
38_of_spring,meraladlel,mer.al.ˈadl.el,38 of spring
april_8,meraladlel,mer.al.ˈadl.el,April 8
39_of_spring,yeolaglar,je.ol.ˈagl.ar,39 of spring
april_9,yeolaglar,je.ol.ˈagl.ar,April 9
40_of_spring,rithilenum,riθ.il.ˈen.um,40 of spring
41_of_spring,lanatan,lan.ˈat.an,41 of spring
april_11,lanatan,lan.ˈat.an,April 11
42_of_spring,yisotel,jis.ˈot.el,42 of spring
april_12,yisotel,jis.ˈot.el,April 12
43_of_spring,merilaglar,mer.il.ˈagl.ar,43 of spring
april_13,merilaglar,mer.il.ˈagl.ar,April 13
44_of_spring,rithilefethr,riθ.il.ˈef.eθr,44 of spring
april_14,rithilefethr,riθ.il.ˈef.eθr,April 14
45_of_spring,lurithitan,lur.iθ.ˈit.an,45 of spring
april_15,lurithitan,lur.iθ.ˈit.an,April 15
46_of_spring,nanatom,nan.ˈat.om,46 of spring
april_16,nanatom,nan.ˈat.om,April 16
47_of_spring,shasel,ʃˈas.el,47 of spring
april_17,shasel,ʃˈas.el,April 17
48_of_spring,shagang,ʃˈag.aŋ,48 of spring
april_18,shagang,ʃˈag.aŋ,April 18
49_of_spring,nanashol,nan.ˈaʃ.ol,49 of spring
april_19,nanashol,nan.ˈaʃ.ol,April 19
50_of_spring,nanamnan,nan.ˈamn.an,50 of spring
april_20,nanamnan,nan.ˈamn.an,April 20
51_of_spring,shimisel,ʃim.ˈis.el,51 of spring
april_21,shimisel,ʃim.ˈis.el,April 21
52_of_spring,meralshanin,mer.alʃ.ˈan.in,52 of spring
april_22,meralshanin,mer.alʃ.ˈan.in,April 22
53_of_spring,femlor,fˈeml.or,53 of spring
april_23,femlor,fˈeml.or,April 23
54_of_spring,lunum,lˈun.um,54 of spring
april_24,lunum,lˈun.um,April 24
55_of_spring,rithiletlan,riθ.il.ˈeƛ.an,55 of spring
april_25,rithiletlan,riθ.il.ˈeƛ.an,April 25
56_of_spring,meralsyalethashol,mer.alsj.al.eθ.ˈaʃ.ol,56 of spring
april_26,meralsyalethashol,mer.alsj.al.eθ.ˈaʃ.ol,April 26
57_of_spring,yelathan,jel.ˈaθ.an,57 of spring
april_27,yelathan,jel.ˈaθ.an,April 27
58_of_spring,yisol,jˈis.ol,58 of spring
april_28,yisol,jˈis.ol,April 28
59_of_spring,keluaglar,kel.u.ˈagl.ar,59 of spring
april_29,keluaglar,kel.u.ˈagl.ar,April 29
60_of_spring,rithilekwil,riθ.il.ˈekw.il,60 of spring
april_30,rithilekwil,riθ.il.ˈekw.il,April 30
may,felor,fˈel.or,May
61_of_spring,selaglar,sel.ˈagl.ar,61 of spring
may_1,selaglar,sel.ˈagl.ar,May 1
62_of_spring,meloresel,mel.or.ˈes.el,62 of spring
may_2,meloresel,mel.or.ˈes.el,May 2
63_of_spring,shotlen,ʃˈoƛ.en,63 of spring
may_3,shotlen,ʃˈoƛ.en,May 3
64_of_spring,shashithan,ʃaʃ.ˈiθ.an,64 of spring
may_4,shashithan,ʃaʃ.ˈiθ.an,May 4
65_of_spring,doltlan,dˈolƛ.an,65 of spring
may_5,doltlan,dˈolƛ.an,May 5
66_of_spring,rithor,rˈiθ.or,66 of spring
may_6,rithor,rˈiθ.or,May 6
67_of_spring,munaniay,mun.an.ˈi.aj,67 of spring
may_7,munaniay,mun.an.ˈi.aj,May 7
68_of_spring,munorhanalor,mun.orħ.an.ˈal.or,68 of spring
may_8,munorhanalor,mun.orħ.an.ˈal.or,May 8
69_of_spring,teleaglar,tel.e.ˈagl.ar,69 of spring
may_9,teleaglar,tel.e.ˈagl.ar,May 9
70_of_spring,shotlol,ʃˈoƛ.ol,70 of spring
may_10,shotlol,ʃˈoƛ.ol,May 10
71_of_spring,meramlorean,mer.aml.or.ˈe.an,71 of spring
may_11,meramlorean,mer.aml.or.ˈe.an,May 11
72_of_spring,duleleon,dul.el.ˈe.on,72 of spring
may_12,duleleon,dul.el.ˈe.on,May 12
73_of_spring,???,???,73 of spring
may_13,???,???,May 13
74_of_spring,shotl,ʃˈoƛ,74 of spring
may_14,shotl,ʃˈoƛ,May 14
75_of_spring,aysan,ˈajs.an,75 of spring
may_15,aysan,ˈajs.an,May 15
76_of_spring,rithilesyaleth,riθ.il.esj.ˈal.eθ,76 of spring
may_16,rithilesyaleth,riθ.il.esj.ˈal.eθ,May 16
77_of_spring,kelueon,kel.u.ˈe.on,77 of spring
may_17,kelueon,kel.u.ˈe.on,May 17
78_of_spring,meralel,mer.ˈal.el,78 of spring
may_18,meralel,mer.ˈal.el,May 18
79_of_spring,yisor,jˈis.or,79 of spring
may_19,yisor,jˈis.or,May 19
80_of_spring,shotlrleth,ʃˈoƛrl.eθ,80 of spring
may_20,shotlrleth,ʃˈoƛrl.eθ,May 20
81_of_spring,sethok,sˈeθ.ok,81 of spring
may_21,sethok,sˈeθ.ok,May 21
82_of_spring,shotlom,ʃˈoƛ.om,82 of spring
may_22,shotlom,ʃˈoƛ.om,May 22
83_of_spring,meloanalor,mel.o.an.ˈal.or,83 of spring
may_23,meloanalor,mel.o.an.ˈal.or,May 23
84_of_spring,selumlor,sel.ˈuml.or,84 of spring
may_24,selumlor,sel.ˈuml.or,May 24
85_of_spring,nanatlan,nan.ˈaƛ.an,85 of spring
may_25,nanatlan,nan.ˈaƛ.an,May 25
86_of_spring,dolor,dˈol.or,86 of spring
may_26,dolor,dˈol.or,May 26
87_of_spring,yiskel,jˈisk.el,87 of spring
may_27,yiskel,jˈisk.el,May 27
88_of_spring,meloanakel,mel.o.an.ˈak.el,88 of spring
may_28,meloanakel,mel.o.an.ˈak.el,May 28
89_of_spring,shotleon,ʃoƛ.ˈe.on,89 of spring
may_29,shotleon,ʃoƛ.ˈe.on,May 29
90_of_spring,shakwil,ʃˈakw.il,90 of spring
may_30,shakwil,ʃˈakw.il,May 30
june,lothulef,loθ.ˈul.ef,June
1_of_summer,meloanam,mel.o.ˈan.am,1 of summer
june_1,meloanam,mel.o.ˈan.am,June 1
2_of_summer,rithileaglar,riθ.il.e.ˈagl.ar,2 of summer
june_2,rithileaglar,riθ.il.e.ˈagl.ar,June 2
3_of_summer,aysan,ˈajs.an,3 of summer
june_3,aysan,ˈajs.an,June 3
4_of_summer,lel,lˈel,4 of summer
june_4,lel,lˈel,June 4
5_of_summer,meloanatlan,mel.o.an.ˈaƛ.an,5 of summer
june_5,meloanatlan,mel.o.an.ˈaƛ.an,June 5
6_of_summer,meloreathang,mel.or.e.ˈaθ.aŋ,6 of summer
june_6,meloreathang,mel.or.e.ˈaθ.aŋ,June 6
7_of_summer,gularenan,gul.ar.ˈen.an,7 of summer
june_7,gularenan,gul.ar.ˈen.an,June 7
8_of_summer,nalhom,nˈaɬ.om,8 of summer
june_8,nalhom,nˈaɬ.om,June 8
9_of_summer,temen,tˈem.en,9 of summer
june_9,temen,tˈem.en,June 9
10_of_summer,yethilemnan,jeθ.il.ˈemn.an,10 of summer
june_10,yethilemnan,jeθ.il.ˈemn.an,June 10
11_of_summer,thuvglar,θˈuvgl.ar,11 of summer
june_11,thuvglar,θˈuvgl.ar,June 11
12_of_summer,nador,nˈad.or,12 of summer
june_12,nador,nˈad.or,June 12
13_of_summer,meralsyaleth,mer.alsj.ˈal.eθ,13 of summer
june_13,meralsyaleth,mer.alsj.ˈal.eθ,June 13
14_of_summer,luriskwil,lur.ˈiskw.il,14 of summer
june_14,luriskwil,lur.ˈiskw.il,June 14
15_of_summer,forengothr,for.ˈeŋ.oθr,15 of summer
june_15,forengothr,for.ˈeŋ.oθr,June 15
16_of_summer,semlor,sˈeml.or,16 of summer
june_16,semlor,sˈeml.or,June 16
17_of_summer,gaglar,gˈagl.ar,17 of summer
june_17,gaglar,gˈagl.ar,June 17
18_of_summer,merallhenadrem,mer.alɬ.en.ˈadr.em,18 of summer
june_18,merallhenadrem,mer.alɬ.en.ˈadr.em,June 18
19_of_summer,tomomen,tom.ˈom.en,19 of summer
june_19,tomomen,tom.ˈom.en,June 19
20_of_summer,holadyethil,ħol.adj.ˈeθ.il,20 of summer
june_20,holadyethil,ħol.adj.ˈeθ.il,June 20
21_of_summer,meloremnan,mel.or.ˈemn.an,21 of summer
june_21,meloremnan,mel.or.ˈemn.an,June 21
22_of_summer,shotlathang,ʃoƛ.ˈaθ.aŋ,22 of summer
june_22,shotlathang,ʃoƛ.ˈaθ.aŋ,June 22
23_of_summer,melaglar,mel.ˈagl.ar,23 of summer
june_23,melaglar,mel.ˈagl.ar,June 23
24_of_summer,tleshor,ƛˈeʃ.or,24 of summer
june_24,tleshor,ƛˈeʃ.or,June 24
25_of_summer,rithileay,riθ.il.ˈe.aj,25 of summer
june_25,rithileay,riθ.il.ˈe.aj,June 25
26_of_summer,dolithor,dol.ˈiθ.or,26 of summer
june_26,dolithor,dol.ˈiθ.or,June 26
27_of_summer,lurithdrem,lur.ˈiθdr.em,27 of summer
june_27,lurithdrem,lur.ˈiθdr.em,June 27
28_of_summer,ithrem,ˈiθr.em,28 of summer
june_28,ithrem,ˈiθr.em,June 28
29_of_summer,meralshol,mer.ˈalʃ.ol,29 of summer
june_29,meralshol,mer.ˈalʃ.ol,June 29
30_of_summer,melor,mˈel.or,30 of summer
june_30,melor,mˈel.or,June 30
july,loethulef,lo.eθ.ˈul.ef,July
31_of_summer,lhenananaloresyaleth,ɬen.an.an.al.or.esj.ˈal.eθ,31 of summer
july_1,lhenananaloresyaleth,ɬen.an.an.al.or.esj.ˈal.eθ,July 1
32_of_summer,yeomlor,je.ˈoml.or,32 of summer
july_2,yeomlor,je.ˈoml.or,July 2
33_of_summer,lulhenashol,luɬ.en.ˈaʃ.ol,33 of summer
july_3,lulhenashol,luɬ.en.ˈaʃ.ol,July 3
34_of_summer,melorethanglar,mel.or.eθ.ˈaŋl.ar,34 of summer
july_4,melorethanglar,mel.or.eθ.ˈaŋl.ar,July 4
35_of_summer,lhomtlan,ɬˈomƛ.an,35 of summer
july_5,lhomtlan,ɬˈomƛ.an,July 5
36_of_summer,meloanalor,mel.o.an.ˈal.or,36 of summer
july_6,meloanalor,mel.o.an.ˈal.or,July 6
37_of_summer,lhenamral,ɬen.ˈamr.al,37 of summer
july_7,lhenamral,ɬen.ˈamr.al,July 7
38_of_summer,lulhenalor,luɬ.en.ˈal.or,38 of summer
july_8,lulhenalor,luɬ.en.ˈal.or,July 8
39_of_summer,shaninalhil,ʃan.in.ˈaɬ.il,39 of summer
july_9,shaninalhil,ʃan.in.ˈaɬ.il,July 9
40_of_summer,selnan,sˈeln.an,40 of summer
july_10,selnan,sˈeln.an,July 10
41_of_summer,melsyaleth,melsj.ˈal.eθ,41 of summer
july_11,melsyaleth,melsj.ˈal.eθ,July 11
42_of_summer,nomen,nˈom.en,42 of summer
july_12,nomen,nˈom.en,July 12
43_of_summer,meloanafor,mel.o.an.ˈaf.or,43 of summer
july_13,meloanafor,mel.o.an.ˈaf.or,July 13
44_of_summer,thangekel,θaŋ.ˈek.el,44 of summer
july_14,thangekel,θaŋ.ˈek.el,July 14
45_of_summer,lhenaysan,ɬen.ˈajs.an,45 of summer
july_15,lhenaysan,ɬen.ˈajs.an,July 15
46_of_summer,lhenalor,ɬen.ˈal.or,46 of summer
july_16,lhenalor,ɬen.ˈal.or,July 16
47_of_summer,shaninakel,ʃan.in.ˈak.el,47 of summer
july_17,shaninakel,ʃan.in.ˈak.el,July 17
48_of_summer,holashol,ħol.ˈaʃ.ol,48 of summer
july_18,holashol,ħol.ˈaʃ.ol,July 18
49_of_summer,dolaglar,dol.ˈagl.ar,49 of summer
july_19,dolaglar,dol.ˈagl.ar,July 19
50_of_summer,selyethil,selj.ˈeθ.il,50 of summer
july_20,selyethil,selj.ˈeθ.il,July 20
51_of_summer,felakorim,fel.ak.ˈor.im,51 of summer
july_21,felakorim,fel.ak.ˈor.im,July 21
52_of_summer,meralshol,mer.ˈalʃ.ol,52 of summer
july_22,meralshol,mer.ˈalʃ.ol,July 22
53_of_summer,yisayeol,jis.aj.ˈe.ol,53 of summer
july_23,yisayeol,jis.aj.ˈe.ol,July 23
54_of_summer,kelulor,kel.ˈul.or,54 of summer
july_24,kelulor,kel.ˈul.or,July 24
55_of_summer,sethan,sˈeθ.an,55 of summer
july_25,sethan,sˈeθ.an,July 25
56_of_summer,meramlor,mer.ˈaml.or,56 of summer
july_26,meramlor,mer.ˈaml.or,July 26
57_of_summer,varedrem,var.ˈedr.em,57 of summer
july_27,varedrem,var.ˈedr.em,July 27
58_of_summer,yisdmfed,jˈisdmf.ed,58 of summer
july_28,yisdmfed,jˈisdmf.ed,July 28
59_of_summer,rithiledyel,riθ.il.ˈedj.el,59 of summer
july_29,rithiledyel,riθ.il.ˈedj.el,July 29
60_of_summer,lhenumlhen,ɬen.ˈumɬ.en,60 of summer
july_30,lhenumlhen,ɬen.ˈumɬ.en,July 30
august,femthulef,femθ.ˈul.ef,August
61_of_summer,meloanadrem,mel.o.an.ˈadr.em,61 of summer
august_1,meloanadrem,mel.o.an.ˈadr.em,August 1
62_of_summer,teshaglar,teʃ.ˈagl.ar,62 of summer
august_2,teshaglar,teʃ.ˈagl.ar,August 2
63_of_summer,munanilor,mun.an.ˈil.or,63 of summer
august_3,munanilor,mun.an.ˈil.or,August 3
64_of_summer,kelushith,kel.ˈuʃ.iθ,64 of summer
august_4,kelushith,kel.ˈuʃ.iθ,August 4
65_of_summer,meral,mˈer.al,65 of summer
august_5,meral,mˈer.al,August 5
66_of_summer,lhenathan,ɬen.ˈaθ.an,66 of summer
august_6,lhenathan,ɬen.ˈaθ.an,August 6
67_of_summer,aysdrem,ˈajsdr.em,67 of summer
august_7,aysdrem,ˈajsdr.em,August 7
68_of_summer,menrunan,menr.ˈun.an,68 of summer
august_8,menrunan,menr.ˈun.an,August 8
69_of_summer,selrem,sˈelr.em,69 of summer
august_9,selrem,sˈelr.em,August 9
70_of_summer,nanalor,nan.ˈal.or,70 of summer
august_10,nanalor,nan.ˈal.or,August 10
71_of_summer,lanathan,lan.ˈaθ.an,71 of summer
august_11,lanathan,lan.ˈaθ.an,August 11
72_of_summer,meloanatesh,mel.o.an.ˈat.eʃ,72 of summer
august_12,meloanatesh,mel.o.an.ˈat.eʃ,August 12
73_of_summer,efan,ˈef.an,73 of summer
august_13,efan,ˈef.an,August 13
74_of_summer,gularetesh,gul.ar.ˈet.eʃ,74 of summer
august_14,gularetesh,gul.ar.ˈet.eʃ,August 14
75_of_summer,holalor,ħol.ˈal.or,75 of summer
august_15,holalor,ħol.ˈal.or,August 15
76_of_summer,melrem,mˈelr.em,76 of summer
august_16,melrem,mˈelr.em,August 16
77_of_summer,keluthan,kel.ˈuθ.an,77 of summer
august_17,keluthan,kel.ˈuθ.an,August 17
78_of_summer,varetlun,var.ˈeƛ.un,78 of summer
august_18,varetlun,var.ˈeƛ.un,August 18
79_of_summer,meralaysor,mer.al.ˈajs.or,79 of summer
august_19,meralaysor,mer.al.ˈajs.or,August 19
80_of_summer,thangethan,θaŋ.ˈeθ.an,80 of summer
august_20,thangethan,θaŋ.ˈeθ.an,August 20
81_of_summer,lhenashotlodrem,ɬen.aʃ.oƛ.ˈodr.em,81 of summer
august_21,lhenashotlodrem,ɬen.aʃ.oƛ.ˈodr.em,August 21
82_of_summer,munorhanatesh,mun.orħ.an.ˈat.eʃ,82 of summer
august_22,munorhanatesh,mun.orħ.an.ˈat.eʃ,August 22
83_of_summer,yelan,jˈel.an,83 of summer
august_23,yelan,jˈel.an,August 23
84_of_summer,lhenaglar,ɬen.ˈagl.ar,84 of summer
august_24,lhenaglar,ɬen.ˈagl.ar,August 24
85_of_summer,yiselom,jis.ˈel.om,85 of summer
august_25,yiselom,jis.ˈel.om,August 25
86_of_summer,keshaglar,keʃ.ˈagl.ar,86 of summer
august_26,keshaglar,keʃ.ˈagl.ar,August 26
87_of_summer,rithenalor,riθ.en.ˈal.or,87 of summer
august_27,rithenalor,riθ.en.ˈal.or,August 27
88_of_summer,meralor,mer.ˈal.or,88 of summer
august_28,meralor,mer.ˈal.or,August 28
89_of_summer,fidol,fˈid.ol,89 of summer
august_29,fidol,fˈid.ol,August 29
90_of_summer,falnan,fˈaln.an,90 of summer
august_30,falnan,fˈaln.an,August 30
september,lorlesh,lˈorl.eʃ,September
1_of_autumn,keluloresyaleth,kel.ul.or.esj.ˈal.eθ,1 of autumn
september_1,keluloresyaleth,kel.ul.or.esj.ˈal.eθ,September 1
2_of_autumn,yisoresyaleth,jis.or.esj.ˈal.eθ,2 of autumn
september_2,yisoresyaleth,jis.or.esj.ˈal.eθ,September 2
3_of_autumn,meralaysm,mer.ˈal.ajsm,3 of autumn
september_3,meralaysm,mer.ˈal.ajsm,September 3
4_of_autumn,???,???,4 of autumn
september_4,???,???,September 4
5_of_autumn,nanamen,nan.ˈam.en,5 of autumn
september_5,nanamen,nan.ˈam.en,September 5
6_of_autumn,mar,mˈar,6 of autumn
september_6,mar,mˈar,September 6
7_of_autumn,ay,ˈaj,7 of autumn
september_7,ay,ˈaj,September 7
8_of_autumn,munorhanapal,mun.orħ.an.ˈap.al,8 of autumn
september_8,munorhanapal,mun.orħ.an.ˈap.al,September 8
9_of_autumn,lhenashith,ɬen.ˈaʃ.iθ,9 of autumn
september_9,lhenashith,ɬen.ˈaʃ.iθ,September 9
10_of_autumn,nanathuv,nan.ˈaθ.uv,10 of autumn
september_10,nanathuv,nan.ˈaθ.uv,September 10
11_of_autumn,???,???,11 of autumn
september_11,???,???,September 11
12_of_autumn,thilethan,θil.ˈeθ.an,12 of autumn
september_12,thilethan,θil.ˈeθ.an,September 12
13_of_autumn,shithan,ʃˈiθ.an,13 of autumn
september_13,shithan,ʃˈiθ.an,September 13
14_of_autumn,tlurinin,ƛur.ˈin.in,14 of autumn
september_14,tlurinin,ƛur.ˈin.in,September 14
15_of_autumn,???,???,15 of autumn
september_15,???,???,September 15
16_of_autumn,rithol,rˈiθ.ol,16 of autumn
september_16,rithol,rˈiθ.ol,September 16
17_of_autumn,sholalhum,ʃol.ˈaɬ.um,17 of autumn
september_17,sholalhum,ʃol.ˈaɬ.um,September 17
18_of_autumn,sholaglar,ʃol.ˈagl.ar,18 of autumn
september_18,sholaglar,ʃol.ˈagl.ar,September 18
19_of_autumn,lushanin,luʃ.ˈan.in,19 of autumn
september_19,lushanin,luʃ.ˈan.in,September 19
20_of_autumn,tilethil,til.ˈeθ.il,20 of autumn
september_20,tilethil,til.ˈeθ.il,September 20
21_of_autumn,riskel,rˈisk.el,21 of autumn
september_21,riskel,rˈisk.el,September 21
22_of_autumn,meraltlun,mer.ˈalƛ.un,22 of autumn
september_22,meraltlun,mer.ˈalƛ.un,September 22
23_of_autumn,kelushol,kel.ˈuʃ.ol,23 of autumn
september_23,kelushol,kel.ˈuʃ.ol,September 23
24_of_autumn,meloanamen,mel.o.an.ˈam.en,24 of autumn
september_24,meloanamen,mel.o.an.ˈam.en,September 24
25_of_autumn,???,???,25 of autumn
september_25,???,???,September 25
26_of_autumn,melorelor,mel.or.ˈel.or,26 of autumn
september_26,melorelor,mel.or.ˈel.or,September 26
27_of_autumn,thullhen,θˈulɬ.en,27 of autumn
september_27,thullhen,θˈulɬ.en,September 27
28_of_autumn,???,???,28 of autumn
september_28,???,???,September 28
29_of_autumn,vareloresyaleth,var.el.or.esj.ˈal.eθ,29 of autumn
september_29,vareloresyaleth,var.el.or.esj.ˈal.eθ,September 29
30_of_autumn,rithtesh,rˈiθt.eʃ,30 of autumn
september_30,rithtesh,rˈiθt.eʃ,September 30
october,loerlesh,lo.ˈerl.eʃ,October
31_of_autumn,leshol,lˈeʃ.ol,31 of autumn
october_1,leshol,lˈeʃ.ol,October 1
32_of_autumn,kulumloreloresyaleth,kul.uml.or.el.or.esj.ˈal.eθ,32 of autumn
october_2,kulumloreloresyaleth,kul.uml.or.el.or.esj.ˈal.eθ,October 2
33_of_autumn,???,???,33 of autumn
october_3,???,???,October 3
34_of_autumn,lhilaloresyaleth,ɬil.al.or.esj.ˈal.eθ,34 of autumn
october_4,lhilaloresyaleth,ɬil.al.or.esj.ˈal.eθ,October 4
35_of_autumn,shotlan,ʃˈoƛ.an,35 of autumn
october_5,shotlan,ʃˈoƛ.an,October 5
36_of_autumn,yisnal,jˈisn.al,36 of autumn
october_6,yisnal,jˈisn.al,October 6
37_of_autumn,hol,ħˈol,37 of autumn
october_7,hol,ħˈol,October 7
38_of_autumn,lhenadrem,ɬen.ˈadr.em,38 of autumn
october_8,lhenadrem,ɬen.ˈadr.em,October 8
39_of_autumn,meralaglar,mer.al.ˈagl.ar,39 of autumn
october_9,meralaglar,mer.al.ˈagl.ar,October 9
40_of_autumn,nanathan,nan.ˈaθ.an,40 of autumn
october_10,nanathan,nan.ˈaθ.an,October 10
41_of_autumn,yisanin,jis.ˈan.in,41 of autumn
october_11,yisanin,jis.ˈan.in,October 11
42_of_autumn,kelumral,kel.ˈumr.al,42 of autumn
october_12,kelumral,kel.ˈumr.al,October 12
43_of_autumn,shithol,ʃˈiθ.ol,43 of autumn
october_13,shithol,ʃˈiθ.ol,October 13
44_of_autumn,munorhanashol,mun.orħ.an.ˈaʃ.ol,44 of autumn
october_14,munorhanashol,mun.orħ.an.ˈaʃ.ol,October 14
45_of_autumn,???,???,45 of autumn
october_15,???,???,October 15
46_of_autumn,for,fˈor,46 of autumn
october_16,for,fˈor,October 16
47_of_autumn,lenan,lˈen.an,47 of autumn
october_17,lenan,lˈen.an,October 17
48_of_autumn,meloanashith,mel.o.an.ˈaʃ.iθ,48 of autumn
october_18,meloanashith,mel.o.an.ˈaʃ.iθ,October 18
49_of_autumn,varethan,var.ˈeθ.an,49 of autumn
october_19,varethan,var.ˈeθ.an,October 19
50_of_autumn,harathan,ħar.ˈaθ.an,50 of autumn
october_20,harathan,ħar.ˈaθ.an,October 20
51_of_autumn,lethiledrem,leθ.il.ˈedr.em,51 of autumn
october_21,lethiledrem,leθ.il.ˈedr.em,October 21
52_of_autumn,lhenaysol,ɬen.ˈajs.ol,52 of autumn
october_22,lhenaysol,ɬen.ˈajs.ol,October 22
53_of_autumn,thamlor,θˈaml.or,53 of autumn
october_23,thamlor,θˈaml.or,October 23
54_of_autumn,meloresyalethavar,mel.or.esj.al.eθ.ˈav.ar,54 of autumn
october_24,meloresyalethavar,mel.or.esj.al.eθ.ˈav.ar,October 24
55_of_autumn,shotlesh,ʃˈoƛ.eʃ,55 of autumn
october_25,shotlesh,ʃˈoƛ.eʃ,October 25
56_of_autumn,haraon,ħar.ˈa.on,56 of autumn
october_26,haraon,ħar.ˈa.on,October 26
57_of_autumn,lethilekel,leθ.il.ˈek.el,57 of autumn
october_27,lethilekel,leθ.il.ˈek.el,October 27
58_of_autumn,melor,mˈel.or,58 of autumn
october_28,melor,mˈel.or,October 28
59_of_autumn,gulareshol,gul.ar.ˈeʃ.ol,59 of autumn
